0:0:0:0:0:0:0:1 - - [16/Dec/2020:13:58:33 +0000] "GET /api/components/search_projects?ps=1 HTTP/1.1" 200 255 "http://localhost:9000/about" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.101 Safari/537.36" "AXZr2EU1WeOWMjtoAAAK"
0:0:0:0:0:0:0:1 - - [16/Dec/2020:13:58:33 +0000] "GET /api/issues/search?resolved=false&facets=types&ps=1&additionalFields=_all HTTP/1.1" 200 - "http://localhost:9000/about" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.101 Safari/537.36" "AXZr2EU1WeOWMjtoAAAM"
0:0:0:0:0:0:0:1 - - [16/Dec/2020:13:58:37 +0000] "GET /api/rules/app? HTTP/1.1" 200 - "http://localhost:9000/about" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.101 Safari/537.36" "AXZr2EU1WeOWMjtoAAAU"
0:0:0:0:0:0:0:1 - - [16/Dec/2020:13:58:37 +0000] "GET /api/components/search_projects?ps=1 HTTP/1.1" 200 255 "http://localhost:9000/about" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.101 Safari/537.36" "AXZr2EU1WeOWMjtoAAAW"
0:0:0:0:0:0:0:1 - - [16/Dec/2020:13:58:37 +0000] "GET /api/settings/values?keys=sonar.lf.aboutText HTTP/1.1" 200 15 "http://localhost:9000/about" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.101 Safari/537.36" "AXZr2EU1WeOWMjtoAAAX"
0:0:0:0:0:0:0:1 - - [16/Dec/2020:13:58:38 +0000] "GET /api/issues/search?resolved=false&facets=types&ps=1&additionalFields=_all HTTP/1.1" 200 - "http://localhost:9000/about" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.101 Safari/537.36" "AXZr2EU1WeOWMjtoAAAV"
0:0:0:0:0:0:0:1 - - [16/Dec/2020:13:58:40 +0000] "GET /js/0.m.2d3e4bdd.chunk.js HTTP/1.1" 200 - "http://localhost:9000/projects?sort=-analysis_date" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.101 Safari/537.36" "AXZr2EU1WeOWMjtoAAAZ"
0:0:0:0:0:0:0:1 - - [16/Dec/2020:13:58:40 +0000] "GET /js/3.m.26457572.chunk.js HTTP/1.1" 200 - "http://localhost:9000/projects?sort=-analysis_date" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.101 Safari/537.36" "AXZr2EU1WeOWMjtoAAAa"
0:0:0:0:0:0:0:1 - - [16/Dec/2020:13:58:40 +0000] "GET /api/rules/app? HTTP/1.1" 200 - "http://localhost:9000/projects" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.101 Safari/537.36" "AXZr2EU1WeOWMjtoAAAY"
0:0:0:0:0:0:0:1 - - [16/Dec/2020:13:58:40 +0000] "GET /js/269.m.59cad480.chunk.js HTTP/1.1" 200 - "http://localhost:9000/projects?sort=-analysis_date" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.101 Safari/537.36" "AXZr2EU1WeOWMjtoAAAb"
